GENES,Patient 2177,Patient 2280,Patient 2556,Patient 2766,Patient 3196,Patient 3477
ENSG00000232838,Present,Present,Present,Present,Present,Present
ENSG00000232850,None,Present,None,Present,Present,Present
ENSG00000232856,Present,Present,Present,Present,Present,Present
ENSG00000232859,None,None,None,None,None,None
ENSG00000233094,Present,Present,Present,Present,Present,Present
ENSG00000233136,None,None,None,None,None,None
ENSG00000233224,Present,Present,Present,Present,Present,None
ENSG00000233232,Present,Present,Present,Present,Present,Present
ENSG00000233276,None,None,None,Present,Present,Present
ENSG00000233280,Present,Present,Present,Present,Present,Present
ENSG00000233436,None,None,None,Present,None,Present
ENSG00000233670,Present,None,Present,None,None,None
ENSG00000233701,None,None,None,Present,None,None
ENSG00000233788,Present,None,None,None,None,None
ENSG00000233803,None,None,None,None,None,None
ENSG00000233816,None,None,None,None,None,None
ENSG00000233822,Present,Present,Present,Present,Present,Present
ENSG00000233828,Present,Present,Present,Present,None,Present
ENSG00000233917,Present,Present,Present,Present,Present,Present
ENSG00000233927,Present,Present,Present,Present,Present,Present
ENSG00000233932,Present,Present,None,Present,Present,Present
ENSG00000234068,Present,Present,Present,Present,Present,Present
ENSG00000234127,Present,Present,Present,Present,Present,Present
ENSG00000234214,Present,None,None,None,None,None
ENSG00000234295,None,Present,None,None,None,None
ENSG00000234298,Present,Present,Present,Present,Present,None
ENSG00000234409,None,None,None,None,None,None
ENSG00000234414,None,None,None,None,None,None
ENSG00000234432,None,None,None,None,None,None
ENSG00000234511,Present,Present,Present,Present,Present,Present
ENSG00000234516,None,None,None,Present,None,Present
ENSG00000234602,Present,Present,Present,Present,Present,Present
ENSG00000234719,Present,Present,Present,Present,Present,Present
ENSG00000234734,Present,None,None,None,None,None
ENSG00000234745,Present,Present,Present,Present,Present,Present
ENSG00000234769,Present,Present,None,Present,Present,Present
ENSG00000234829,None,None,None,None,None,None
ENSG00000234857,None,None,None,None,None,None
ENSG00000234972,None,Present,None,Present,None,None
ENSG00000235028,Present,Present,Present,None,Present,Present
ENSG00000235109,Present,Present,Present,Present,Present,Present
ENSG00000235156,Present,Present,None,Present,Present,Present
ENSG00000235173,Present,Present,None,Present,Present,Present
ENSG00000235249,None,None,None,None,None,None
ENSG00000235268,Present,Present,Present,Present,Present,Present
ENSG00000235471,Present,Present,None,Present,Present,Present
ENSG00000235568,Present,Present,None,Present,Present,Present
ENSG00000235604,None,None,Present,Present,None,None
ENSG00000235608,None,None,None,None,Present,None
ENSG00000235631,Present,Present,Present,Present,Present,Present
ENSG00000235711,Present,Present,Present,Present,Present,Present
ENSG00000235718,None,None,None,None,None,None
ENSG00000235780,None,None,None,None,None,None
ENSG00000235863,None,None,None,None,None,None
ENSG00000235931,None,None,None,None,None,None
ENSG00000235942,None,None,None,Present,None,Present
ENSG00000235961,Present,Present,Present,Present,Present,None
ENSG00000236029,None,None,None,None,None,None
ENSG00000236104,None,None,None,None,None,None
ENSG00000236126,None,Present,None,Present,None,None
ENSG00000236249,None,None,None,None,None,None
ENSG00000236279,None,None,None,None,None,None
ENSG00000236287,Present,Present,Present,Present,Present,Present
ENSG00000236320,Present,Present,Present,Present,Present,Present
ENSG00000236362,None,None,None,None,None,None
ENSG00000236371,None,Present,None,Present,None,None
ENSG00000236424,None,None,None,None,None,None
ENSG00000236446,None,Present,None,Present,None,None
ENSG00000236499,Present,None,None,None,None,Present
ENSG00000236557,Present,Present,None,Present,Present,Present
ENSG00000236575,Present,Present,Present,Present,Present,None
ENSG00000236624,None,Present,Present,Present,None,Present
ENSG00000236637,None,None,None,None,None,None
ENSG00000236669,None,None,None,None,None,None
ENSG00000236699,Present,None,Present,Present,Present,Present
ENSG00000236761,Present,Present,Present,Present,Present,Present
ENSG00000236882,Present,Present,Present,Present,Present,Present
ENSG00000236954,None,Present,Present,Present,Present,None
ENSG00000237102,None,None,None,Present,None,Present
ENSG00000237136,Present,Present,Present,None,None,Present
ENSG00000237172,Present,Present,Present,Present,Present,Present
ENSG00000237190,Present,Present,Present,Present,Present,Present
ENSG00000237247,Present,None,None,None,None,Present
ENSG00000237289,None,None,None,None,None,None
ENSG00000237353,None,None,None,None,None,None
ENSG00000237375,Present,Present,Present,Present,Present,Present
ENSG00000237441,None,None,None,Present,None,None
ENSG00000237452,None,None,None,None,None,None
ENSG00000237515,Present,Present,Present,Present,Present,Present
ENSG00000237541,Present,Present,Present,Present,Present,Present
ENSG00000237597,None,None,None,None,None,None
ENSG00000237651,Present,Present,Present,Present,Present,Present
ENSG00000237671,None,None,None,None,None,None
ENSG00000237763,None,None,None,None,None,None
ENSG00000237765,Present,Present,Present,None,Present,Present
ENSG00000237847,Present,Present,Present,Present,Present,Present
ENSG00000237957,None,Present,None,Present,None,None
ENSG00000238083,None,None,None,Present,Present,None
ENSG00000238243,Present,Present,Present,Present,Present,Present
ENSG00000238269,Present,Present,Present,Present,Present,Present
ENSG00000239264,Present,Present,None,Present,Present,Present
ENSG00000239306,Present,Present,None,Present,Present,Present
ENSG00000239389,Present,Present,Present,Present,Present,Present
ENSG00000239474,Present,Present,Present,None,Present,None
ENSG00000239605,None,None,None,Present,None,None
ENSG00000239672,Present,Present,Present,Present,Present,Present
ENSG00000239697,Present,Present,Present,None,None,None
ENSG00000239704,Present,Present,None,None,Present,Present
ENSG00000239713,Present,Present,Present,Present,Present,Present
ENSG00000239732,Present,Present,Present,Present,Present,Present
ENSG00000239789,Present,Present,Present,Present,Present,Present
ENSG00000239839,None,None,None,None,None,None
ENSG00000239857,Present,Present,None,Present,Present,Present
ENSG00000239886,Present,None,None,None,None,None
ENSG00000239887,None,Present,Present,Present,Present,None
ENSG00000239900,Present,Present,Present,Present,Present,Present
ENSG00000239961,Present,None,Present,Present,None,None
ENSG00000240021,Present,Present,Present,Present,Present,None
ENSG00000240038,None,None,None,None,None,None
ENSG00000240053,None,None,None,None,None,None
ENSG00000240065,Present,Present,Present,Present,Present,Present
ENSG00000240184,Present,Present,Present,Present,Present,Present
ENSG00000240230,None,Present,None,None,Present,None
ENSG00000240247,None,None,None,None,None,None
ENSG00000240257,None,None,None,None,None,None
ENSG00000240303,Present,Present,Present,Present,Present,Present
ENSG00000240344,Present,Present,Present,Present,Present,Present
ENSG00000240403,None,Present,Present,Present,Present,None
ENSG00000240505,Present,Present,Present,Present,Present,Present
ENSG00000240510,None,None,None,None,None,None
ENSG00000240563,Present,Present,Present,Present,Present,Present
ENSG00000240583,None,Present,Present,Present,Present,Present
ENSG00000240682,Present,Present,Present,Present,Present,Present
ENSG00000240694,None,Present,None,None,None,None
ENSG00000240747,None,None,None,Present,None,None
ENSG00000240764,Present,Present,Present,Present,Present,Present
ENSG00000240771,None,None,None,Present,None,None
ENSG00000240972,None,Present,None,None,None,None
ENSG00000241058,Present,Present,Present,Present,Present,Present
ENSG00000241106,None,None,None,None,None,None
ENSG00000241127,Present,Present,None,None,Present,None
ENSG00000241128,None,None,None,None,None,None
ENSG00000241186,Present,None,None,None,Present,Present
ENSG00000241258,None,Present,None,None,Present,None
ENSG00000241322,Present,Present,Present,Present,Present,Present
ENSG00000241360,Present,Present,Present,Present,Present,Present
ENSG00000241370,None,None,None,None,None,None
ENSG00000241465,None,None,None,None,None,None
ENSG00000241476,Present,Present,Present,Present,Present,Present
ENSG00000241595,Present,None,None,None,None,None
ENSG00000241685,None,Present,None,None,None,None
ENSG00000241697,None,None,None,None,None,None
ENSG00000241837,Present,Present,Present,Present,Present,Present
ENSG00000241839,None,None,None,Present,None,None
ENSG00000241852,None,Present,None,Present,None,None
ENSG00000241878,Present,Present,Present,Present,Present,Present
ENSG00000241935,Present,Present,None,Present,Present,Present
ENSG00000241945,None,None,None,None,None,None
ENSG00000241962,Present,Present,None,Present,Present,None
ENSG00000241973,Present,None,Present,Present,Present,Present
ENSG00000242019,Present,Present,Present,Present,Present,Present
ENSG00000242110,Present,Present,Present,Present,Present,Present
ENSG00000242173,Present,Present,Present,Present,Present,Present
ENSG00000242185,Present,Present,Present,Present,Present,Present
ENSG00000242220,None,Present,Present,Present,Present,None
ENSG00000242247,None,None,None,None,None,None
ENSG00000242252,None,None,None,None,None,None
ENSG00000242265,None,None,None,None,None,None
ENSG00000242284,Present,Present,Present,Present,Present,Present
ENSG00000242362,None,Present,None,Present,None,None
ENSG00000242372,Present,Present,Present,Present,Present,Present
ENSG00000242384,None,Present,None,Present,None,None
ENSG00000242389,None,None,None,None,None,None
ENSG00000242419,Present,Present,Present,Present,Present,Present
ENSG00000242485,Present,Present,Present,Present,None,Present
ENSG00000242498,Present,Present,Present,Present,Present,None
ENSG00000242550,None,Present,Present,Present,Present,Present
ENSG00000242574,Present,Present,Present,Present,None,Present
ENSG00000242612,Present,Present,Present,Present,Present,Present
ENSG00000242689,Present,Present,Present,Present,Present,Present
ENSG00000242715,Present,Present,Present,Present,Present,Present
ENSG00000242732,None,None,None,None,None,None
ENSG00000242802,Present,Present,Present,None,Present,Present
ENSG00000242852,Present,Present,Present,Present,None,Present
ENSG00000242866,None,Present,None,Present,Present,None
ENSG00000242875,None,None,None,None,None,None
ENSG00000242950,None,None,None,None,None,None
ENSG00000243056,Present,Present,Present,Present,Present,Present
ENSG00000243130,None,None,None,None,None,None
ENSG00000243137,None,Present,None,None,Present,None
ENSG00000243156,None,None,None,None,None,None
ENSG00000243207,None,Present,Present,Present,Present,Present
ENSG00000243232,Present,Present,Present,Present,Present,Present
ENSG00000243244,None,None,None,None,None,None
ENSG00000243251,None,None,None,None,None,None
ENSG00000243279,Present,Present,None,Present,Present,Present
ENSG00000243284,Present,Present,Present,Present,Present,Present
ENSG00000243335,Present,Present,Present,Present,Present,Present
ENSG00000243364,Present,Present,Present,Present,Present,Present
ENSG00000243414,Present,Present,Present,Present,Present,Present
ENSG00000243440,Present,Present,Present,Present,Present,Present
ENSG00000243449,None,None,None,Present,None,Present
ENSG00000243452,Present,Present,Present,Present,None,Present
ENSG00000243477,None,None,Present,Present,None,None
ENSG00000243480,None,None,None,None,None,None
ENSG00000243509,None,None,None,None,None,None
ENSG00000243566,Present,Present,None,None,None,None
ENSG00000243587,Present,Present,None,Present,Present,None
ENSG00000243627,None,Present,None,Present,Present,Present
ENSG00000243646,Present,Present,None,None,None,None
ENSG00000243649,Present,Present,None,Present,Present,Present
ENSG00000243660,Present,Present,Present,Present,Present,Present
ENSG00000243667,Present,Present,None,Present,Present,Present
ENSG00000243678,Present,Present,None,Present,Present,Present
ENSG00000243709,None,None,None,Present,None,None
ENSG00000243710,None,None,None,None,None,None
ENSG00000243716,Present,Present,Present,Present,Present,Present
ENSG00000243725,Present,Present,Present,Present,Present,Present
ENSG00000243729,Present,Present,Present,Present,Present,Present
